date,epiweek,region,fips,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,apple_mobility,cdc_hospitalized,cdc_flu_hosp,Stage_One_Doses,Stage_Two_Doses,smoothed_wcovid_vaccinated,smoothed_wtested_positive_14d,smoothed_wwearing_mask_7d,smoothed_wtravel_outside_state_7d,smoothed_wspent_time_indoors_1d,covidnet,Observed Number,Excess Estimate,death_jhu_cumulative,death_jhu_incidence,fb_survey_wcli,fb_survey_wili,positiveIncr_cumulative,positiveIncr,cdc_negativeIncr,cdc_positiveIncr,cdc_total_resultsIncr
2020-03-28,202013,MT,30,-38.57142857142857,-6.0,16.714285714285715,-26.0,-34.0,12.428571428571429,80.41000000000001,,,,,,,,,,,204.0,0.0,1.0,1.0,,,129.0,102.0,4450.0,229.0,4681.0
2020-04-04,202014,MT,30,-46.142857142857146,-16.714285714285715,0.8571428571428571,-37.0,-40.714285714285715,15.428571428571429,70.43142857142858,,,,,,,,,,,176.0,0.0,6.0,5.0,,,265.0,136.0,5381.0,257.0,5640.0
2020-04-11,202015,MT,30,-40.714285714285715,-9.714285714285714,30.857142857142858,-36.57142857142857,-41.285714285714285,14.0,76.8642857142857,,,,,,,,,,,216.0,5.0,6.0,0.0,0.8252127571428571,0.8355819,377.0,112.0,4563.0,180.0,4745.0
2020-04-18,202016,MT,30,-41.714285714285715,-12.857142857142858,9.714285714285714,-34.42857142857143,-38.857142857142854,14.0,81.86714285714287,,,,,,,,,,,189.66666666666666,0.0,10.0,4.0,0.5339729142857144,0.5236941571428572,426.0,49.0,4106.0,103.0,4209.0
2020-04-25,202017,MT,30,-33.57142857142857,-1.8571428571428572,51.142857142857146,-25.857142857142858,-35.857142857142854,11.285714285714286,98.8142857142857,,,,,,,,,,,185.66666666666666,0.0,14.0,4.0,0.7186385857142857,0.7298599142857143,445.0,19.0,4169.0,52.0,4227.0
2020-05-02,202018,MT,30,-23.714285714285715,7.0,72.28571428571429,-19.428571428571427,-32.142857142857146,8.0,114.60428571428571,,,,,,,,,,,203.33333333333334,0.0,16.0,2.0,0.7462499142857143,0.7318196,455.0,10.0,4660.0,37.0,4706.0
2020-05-09,202019,MT,30,-13.714285714285714,12.428571428571429,58.142857142857146,-14.714285714285714,-26.857142857142858,7.714285714285714,128.96571428571428,,,,,,,,,,,177.0,0.0,16.0,0.0,0.3605427857142857,0.3904677285714286,458.0,3.0,5622.0,34.0,5660.0
2020-05-16,202020,MT,30,-10.857142857142858,10.571428571428571,61.142857142857146,-12.428571428571429,-24.857142857142858,6.857142857142857,105.88714285714286,,,,,,,,,,,205.0,0.0,16.0,0.0,0.5718348428571429,0.5266500571428572,468.0,10.0,7665.0,35.0,7702.0
2020-05-23,202021,MT,30,-5.428571428571429,13.571428571428571,82.14285714285714,-6.857142857142857,-23.714285714285715,5.714285714285714,166.2942857142857,,,,,,,,,,,181.0,0.0,16.0,0.0,0.2993634857142857,0.3184675714285714,479.0,11.0,8887.0,47.0,8936.0
2020-05-30,202022,MT,30,-3.7142857142857144,16.428571428571427,146.85714285714286,-2.2857142857142856,-27.142857142857142,4.428571428571429,180.71714285714285,,,,,,,,,,,179.66666666666666,0.0,17.0,1.0,0.5113842285714285,0.5146438142857143,505.0,26.0,8479.0,61.0,8545.0
2020-06-06,202023,MT,30,3.142857142857143,19.285714285714285,123.14285714285714,4.142857142857143,-19.0,2.857142857142857,199.43428571428572,,,,,,,,,,,177.66666666666666,0.0,18.0,1.0,0.42791231428571425,0.4640731714285714,540.0,35.0,12097.0,61.0,12158.0
2020-06-13,202024,MT,30,4.0,18.428571428571427,132.28571428571428,8.0,-18.857142857142858,3.142857142857143,223.36142857142858,,,,,,,,,,,222.66666666666666,19.666666666666668,18.0,0.0,0.24309185714285717,0.24309185714285717,588.0,48.0,9403.0,125.0,9529.0
2020-06-20,202025,MT,30,6.285714285714286,19.571428571428573,134.28571428571428,13.857142857142858,-19.0,2.7142857142857144,243.66,,,,,,,,,,,197.33333333333334,0.0,20.0,2.0,0.5694152142857143,0.5852929428571428,698.0,110.0,12046.0,222.0,12270.0
2020-06-27,202026,MT,30,9.142857142857142,23.571428571428573,209.14285714285714,22.142857142857142,-19.571428571428573,1.1428571428571428,279.7214285714286,,,,,,,,,,,198.66666666666666,0.0,22.0,2.0,0.47080457142857146,0.4735594000000001,852.0,154.0,15650.0,425.0,16078.0
2020-07-04,202027,MT,30,8.285714285714286,29.142857142857142,191.71428571428572,26.0,-25.857142857142858,3.0,288.39428571428573,,,,,,,,,,,174.66666666666666,0.0,23.0,1.0,0.4506738857142857,0.39371838571428575,1167.0,315.0,13828.0,665.0,14497.0
2020-07-11,202028,MT,30,9.285714285714286,26.571428571428573,230.0,32.42857142857143,-22.142857142857142,1.7142857142857142,314.5028571428572,,,,,,,,,,,187.66666666666666,0.0,29.0,6.0,0.7490332857142856,0.8109086,1677.0,510.0,13802.0,877.0,14689.0
2020-07-18,202029,MT,30,8.285714285714286,26.857142857142858,232.71428571428572,30.571428571428573,-21.428571428571427,2.0,315.78000000000003,34.0,,,,,,,,,,200.0,2.6666666666666665,37.0,8.0,0.6346957714285715,0.7038865714285715,2471.0,794.0,15274.0,1042.0,16332.0
2020-07-25,202030,MT,30,7.714285714285714,27.0,240.71428571428572,31.285714285714285,-21.714285714285715,2.142857142857143,322.88714285714286,82.0,,,,,,,,,,220.0,23.0,46.0,9.0,0.5130796571428572,0.5351940857142857,3259.0,788.0,17642.0,1029.0,18685.0
2020-08-01,202031,MT,30,7.714285714285714,27.285714285714285,239.42857142857142,32.42857142857143,-22.0,1.8571428571428572,326.0,113.0,,,,,,,,,,210.66666666666666,14.666666666666666,61.0,15.0,0.7592775428571429,0.7644654428571428,4081.0,822.0,20871.0,1485.0,22384.0
2020-08-08,202032,MT,30,9.142857142857142,28.428571428571427,231.85714285714286,35.857142857142854,-21.857142857142858,1.7142857142857142,333.21142857142854,114.0,,,,,,,,,,211.0,15.0,75.0,14.0,0.6237260714285715,0.6237260714285715,4889.0,808.0,13143.0,1178.0,14337.0
2020-08-15,202033,MT,30,9.428571428571429,25.285714285714285,229.71428571428572,34.857142857142854,-22.142857142857142,1.4285714285714286,346.9514285714286,124.0,,,,,,,,,,201.66666666666666,4.666666666666667,82.0,7.0,0.5153993142857143,0.5576256571428572,5659.0,770.0,11090.0,896.0,11995.0
2020-08-22,202034,MT,30,8.285714285714286,22.428571428571427,216.0,30.714285714285715,-21.0,1.5714285714285714,318.84,120.0,,,,,,,,,,236.0,40.0,90.0,8.0,0.7054568571428572,0.6614465571428573,6376.0,717.0,10384.0,931.0,11331.0
2020-08-29,202035,MT,30,6.285714285714286,18.571428571428573,,23.0,-19.0,1.7142857142857142,292.71285714285716,133.0,,,,,,,,,,191.0,0.6666666666666666,104.0,14.0,1.0605147428571429,1.1033359,7251.0,875.0,12380.0,1356.0,13755.0
2020-09-05,202036,MT,30,8.142857142857142,21.714285714285715,,28.5,-19.285714285714285,0.7142857142857143,295.9114285714286,140.0,,,,,,,,,,226.66666666666666,33.666666666666664,116.0,12.0,0.7127969428571428,0.7127969428571428,8164.0,913.0,13841.0,1526.0,15406.0
2020-09-12,202037,MT,30,6.714285714285714,18.428571428571427,180.5,26.833333333333332,-25.0,1.4285714285714286,293.17,114.0,,,,,,,,,,212.66666666666666,20.666666666666668,133.0,17.0,0.5121530285714285,0.5121530285714285,8925.0,761.0,14586.0,1355.0,15955.0
2020-09-19,202038,MT,30,5.428571428571429,14.571428571428571,147.57142857142858,25.571428571428573,-16.142857142857142,1.1428571428571428,275.42857142857144,129.0,,,,,,,,,,230.0,36.0,156.0,23.0,0.9989303428571428,0.9801081999999999,10163.0,1238.0,18562.0,2399.0,20992.0
2020-09-26,202039,MT,30,2.5714285714285716,12.142857142857142,122.85714285714286,17.571428571428573,-15.857142857142858,2.5714285714285716,251.80142857142857,233.0,,,,,,,,,,229.33333333333334,36.333333333333336,171.0,15.0,0.7256280571428572,0.7516086285714285,11907.0,1744.0,20382.0,3375.0,23787.0
2020-10-03,202040,MT,30,1.7142857142857142,11.857142857142858,107.71428571428571,17.714285714285715,-15.428571428571429,2.142857142857143,233.80857142857144,322.0,,,,,,,,,,229.33333333333334,37.333333333333336,186.0,15.0,0.9730587,1.1847602857142858,14356.0,2449.0,26623.0,4277.0,30937.0
2020-10-10,202041,MT,30,-1.0,10.571428571428571,93.71428571428571,15.857142857142858,-16.428571428571427,2.5714285714285716,222.26428571428573,353.0,,,,,,,,,,266.6666666666667,74.66666666666667,209.0,23.0,1.1521803857142856,1.1749052714285715,18117.0,3761.0,25473.0,7961.0,33474.0
2020-10-17,202042,MT,30,-5.428571428571429,4.857142857142857,38.0,7.571428571428571,-20.571428571428573,6.0,201.53428571428572,444.0,0.0,,,,,,,,,250.0,59.0,239.0,30.0,1.925942,1.9196334571428568,22225.0,4108.0,23987.0,6935.0,30971.0
2020-10-24,202043,MT,30,-12.714285714285714,-0.8571428571428571,8.714285714285714,-0.2857142857142857,-19.0,7.285714285714286,169.1914285714286,418.0,0.0,,,,,,,,,269.0,74.0,294.0,55.0,1.5081352142857143,1.5467857142857142,27142.0,4917.0,23441.0,7589.0,31085.0
2020-10-31,202044,MT,30,-9.714285714285714,1.5714285714285714,19.428571428571427,-1.0,-18.0,5.857142857142857,166.3842857142857,442.0,1.0,,,,,,,,,287.3333333333333,93.33333333333333,375.0,81.0,1.728742657142857,1.7841446142857142,32801.0,5659.0,21784.0,8799.0,30629.0
2020-11-07,202045,MT,30,-8.857142857142858,1.8571428571428572,28.857142857142858,-4.714285714285714,-17.857142857142858,5.285714285714286,149.51857142857142,537.0,1.0,,,,,,,,,272.6666666666667,78.66666666666667,445.0,70.0,0.8104432857142858,0.8451277142857143,38948.0,6147.0,21112.0,9243.0,30434.0
2020-11-14,202046,MT,30,-17.714285714285715,-6.571428571428571,-6.571428571428571,-12.857142857142858,-21.142857142857142,8.285714285714286,127.64571428571429,583.0,1.0,,,,,,,,,292.6666666666667,98.66666666666667,514.0,69.0,2.2820927999999996,2.3148700285714288,45886.0,6938.0,23770.0,10874.0,34787.0
2020-11-21,202047,MT,30,-13.142857142857142,-2.4285714285714284,8.714285714285714,-10.285714285714286,-19.0,7.142857142857143,134.36142857142855,601.0,1.0,,,,,,,,,292.3333333333333,94.33333333333333,600.0,86.0,1.6854492714285714,1.5797905571428572,54542.0,8656.0,32719.0,11168.0,43989.0
2020-11-28,202048,MT,30,-19.714285714285715,-2.0,11.142857142857142,-14.285714285714286,-34.285714285714285,9.714285714285714,126.41999999999999,531.0,0.0,,,,,,,,,275.6666666666667,76.66666666666667,669.0,69.0,2.4811803285714285,2.5458227285714288,60845.0,6303.0,19539.0,4738.0,24346.0
2020-12-05,202049,MT,30,-10.0,-2.5714285714285716,3.2857142857142856,-9.0,-16.571428571428573,6.428571428571429,126.78,419.0,0.0,,,,,,,,,235.33333333333334,46.0,734.0,65.0,1.8711520428571426,1.9919602571428574,67069.0,6224.0,34653.0,8698.0,43395.0
2020-12-12,202050,MT,30,-10.0,-2.2857142857142856,1.7142857142857142,-11.714285714285714,-15.714285714285714,6.571428571428571,126.59714285714284,420.0,0.0,,,,,,,,,271.6666666666667,69.66666666666667,816.0,82.0,1.3780915857142857,1.394549,72644.0,5575.0,23943.0,4458.0,28429.0
2020-12-19,202051,MT,30,-6.428571428571429,1.2857142857142858,-6.0,-5.571428571428571,-15.0,6.285714285714286,133.08857142857144,361.0,2.0,3000.0,,,,,,,,246.0,45.333333333333336,864.0,48.0,1.3735490857142858,1.384642757142857,76619.0,3975.0,30201.0,3388.0,33638.0
2020-12-26,202052,MT,30,-13.428571428571429,1.7142857142857142,-1.0,-7.714285714285714,-33.42857142857143,9.571428571428571,122.01142857142857,253.0,0.0,3000.0,,,,,,,,280.3333333333333,78.33333333333333,919.0,55.0,1.8741634428571428,1.7695050428571426,79433.0,2814.0,20749.0,2447.0,23214.0
2021-01-02,202053,MT,30,-10.857142857142858,-2.7142857142857144,8.428571428571429,-7.714285714285714,-31.714285714285715,10.0,144.98142857142858,259.0,0.0,16990.0,,,5.0485378999999995,,,,,256.6666666666667,52.666666666666664,971.0,52.0,1.7039365285714285,1.7058673,81944.0,2511.0,22168.0,3513.0,25718.0
2021-01-09,202101,MT,30,-9.857142857142858,-1.8571428571428572,-4.428571428571429,-7.428571428571429,-14.142857142857142,6.428571428571429,140.7257142857143,283.0,0.0,16990.0,,4.522773757142858,17.72188452857143,,,,,230.66666666666666,28.0,1054.0,83.0,1.5820560714285712,1.5286261142857145,86102.0,4158.0,31820.0,4691.0,36551.0
2021-01-16,202102,MT,30,-12.0,-4.714285714285714,-5.142857142857143,-11.285714285714286,-14.714285714285714,6.142857142857143,138.87857142857143,305.0,0.0,16990.0,,9.815760085714286,21.288499842857146,,,,,237.66666666666666,30.0,1088.0,34.0,1.6131407999999998,1.6255505,89056.0,2954.0,30153.0,3472.0,33721.0
2021-01-23,202103,MT,30,-13.714285714285714,-6.428571428571429,-6.714285714285714,-13.142857142857142,-17.428571428571427,6.714285714285714,136.63571428571427,240.0,0.0,42575.0,11878.0,11.298800457142857,20.807209285714286,,,,,233.66666666666666,26.0,1141.0,53.0,0.9329197142857144,0.9818126142857142,91410.0,2354.0,24107.0,2470.0,26621.0
2021-01-30,202104,MT,30,-13.714285714285714,-6.857142857142857,-4.142857142857143,-12.714285714285714,-14.285714285714286,6.0,135.51714285714286,170.0,0.0,48427.0,24519.0,15.056507799999999,12.280358314285714,,,,,189.66666666666666,0.0,1232.0,91.0,1.2413908285714286,1.2283452857142856,93762.0,2352.0,27499.0,2269.0,29869.0
2021-02-06,202105,MT,30,-13.428571428571429,-1.7142857142857142,-2.0,-12.142857142857142,-14.428571428571429,6.0,132.76000000000002,170.0,0.0,95324.0,35515.0,18.631075157142856,4.063264071428572,,,,,208.66666666666666,4.666666666666667,1312.0,80.0,1.0944418,1.1321737,95717.0,1955.0,24290.0,1923.0,26277.0
2021-02-13,202106,MT,30,-20.142857142857142,-5.428571428571429,-29.428571428571427,-12.857142857142858,-17.0,8.142857142857142,126.81571428571428,119.0,0.0,120405.0,46871.0,23.15167105714286,,59.815014271428566,,,,216.66666666666666,9.333333333333334,1327.0,15.0,0.6887294857142857,0.7194908142857144,97297.0,1580.0,18995.0,1285.0,20330.0
2021-02-20,202107,MT,30,-11.0,-2.4285714285714284,-13.0,-8.0,-16.714285714285715,6.571428571428571,138.78714285714284,157.0,0.0,157930.0,62738.0,29.49673877142857,7.458028314285714,83.41590384285715,,,,203.0,4.0,1341.0,14.0,0.9370239285714286,0.9370239285714286,98641.0,1344.0,21749.0,1409.0,23232.0
2021-02-27,202108,MT,30,-7.285714285714286,-1.5714285714285714,-8.714285714285714,-4.0,-13.571428571428571,5.285714285714286,146.19142857142856,104.0,1.0,183889.0,87239.0,32.501575457142856,7.053920814285714,81.29512018571428,,,,219.33333333333334,12.333333333333334,1356.0,15.0,0.5688783,0.5820545714285714,99837.0,1196.0,22062.0,1246.0,23407.0
2021-03-06,202109,MT,30,-1.0,4.142857142857143,16.428571428571427,3.2857142857142856,-13.857142857142858,3.857142857142857,157.24142857142857,109.0,0.0,210773.0,113545.0,41.040848614285714,7.454142700000001,91.77218002857143,4.707937,32.377267114285715,,184.0,0.0,1379.0,23.0,0.4207581857142857,0.49577167142857137,100656.0,819.0,21668.0,956.0,22695.0
2021-03-13,202110,MT,30,-0.14285714285714285,5.571428571428571,20.714285714285715,7.142857142857143,-15.142857142857142,3.857142857142857,137.3542857142857,106.0,0.0,243698.0,139926.0,42.67176774285714,2.7338060285714283,80.5119128,8.093734271428572,45.298428442857144,,195.0,0.0,1392.0,13.0,1.1802577285714289,1.0389148857142858,101726.0,1070.0,21263.0,957.0,22308.0
2021-03-20,202111,MT,30,6.857142857142857,9.857142857142858,30.285714285714285,14.142857142857142,-14.857142857142858,2.857142857142857,174.94714285714286,83.0,0.0,275589.0,158220.0,48.58823974285714,,79.15292501428571,8.659324642857143,46.66321407142857,,216.66666666666666,11.666666666666666,1414.0,22.0,0.5766776714285715,0.5766776714285715,102966.0,1240.0,19066.0,916.0,20071.0
2021-03-27,202112,MT,30,5.857142857142857,8.0,18.285714285714285,12.857142857142858,-14.285714285714286,3.0,175.58857142857144,75.0,0.0,310443.0,177498.0,51.749375542857145,,75.43890728571428,9.672803714285715,46.76196705714286,,200.66666666666666,0.6666666666666666,1436.0,22.0,0.7030944857142857,0.6484903714285714,104097.0,1131.0,19470.0,715.0,20223.0
2021-04-03,202113,MT,30,8.285714285714286,15.428571428571429,41.0,15.857142857142858,-15.857142857142858,2.4285714285714284,179.79000000000002,66.0,0.0,346534.0,210498.0,57.99123147142858,,76.56401817142857,10.486753771428571,45.240856628571436,,166.0,0.0,1465.0,29.0,1.0295185571428571,0.9666053714285713,105035.0,938.0,16119.0,719.0,16899.0
2021-04-10,202114,MT,30,3.142857142857143,10.285714285714286,39.714285714285715,13.142857142857142,-16.285714285714285,2.2857142857142856,181.35714285714286,76.0,2.0,382817.0,238830.0,65.31112494285713,,74.30066214285715,11.362352671428573,45.72462777142858,,202.33333333333334,2.0,1523.0,58.0,0.4051501,0.4671282,106142.0,1107.0,17973.0,847.0,18878.0
2021-04-17,202115,MT,30,5.428571428571429,11.142857142857142,37.57142857142857,12.714285714285714,-13.285714285714286,2.5714285714285716,183.68571428571428,67.0,0.0,406579.0,269625.0,68.46796627142858,,73.87013885714285,10.570296599999999,45.40210568571428,,228.66666666666666,29.666666666666668,1545.0,22.0,0.6149119714285715,0.6173988,107089.0,947.0,16965.0,783.0,17765.0
2021-04-24,202116,MT,30,5.714285714285714,12.0,41.57142857142857,13.142857142857142,-13.571428571428571,2.5714285714285716,184.14714285714285,74.0,0.0,424582.0,297630.0,70.57796295714284,,73.97402565714286,10.183562442857143,48.01478232857142,,202.0,5.333333333333333,1563.0,18.0,0.8533570142857142,0.7972789428571428,108048.0,959.0,15697.0,796.0,16514.0
2021-05-01,202117,MT,30,9.0,16.0,79.14285714285714,21.571428571428573,-13.571428571428571,1.1428571428571428,201.2214285714286,98.0,0.0,438618.0,325337.0,82.74705707142857,,80.80640110000002,13.0936998,55.759226142857145,,219.0,23.0,1574.0,11.0,0.7278313142857142,0.7101157857142857,108985.0,937.0,14926.0,810.0,15750.0
2021-05-08,202118,MT,30,11.714285714285714,21.285714285714285,75.0,24.714285714285715,-14.714285714285714,1.2857142857142858,205.12857142857143,111.0,0.0,447810.0,342846.0,71.40893538571429,,68.71303095714286,10.898635928571428,48.867137357142866,,196.33333333333334,0.3333333333333333,1592.0,18.0,0.8067232,0.8638774857142857,109889.0,904.0,12648.0,674.0,13331.0
2021-05-15,202119,MT,30,12.285714285714286,21.428571428571427,95.28571428571429,29.571428571428573,-14.571428571428571,0.42857142857142855,212.77857142857144,90.0,0.0,457817.0,358919.0,72.39519915714286,,67.34257861428571,11.807381328571429,49.510238085714285,,192.66666666666666,0.6666666666666666,1598.0,6.0,0.6837724285714286,0.6504869714285715,110644.0,755.0,12143.0,705.0,12864.0
2021-05-22,202120,MT,30,11.714285714285714,23.428571428571427,90.71428571428571,32.0,-13.857142857142858,1.4285714285714286,226.83571428571432,114.0,0.0,471950.0,369757.0,73.3565953857143,,60.724656557142865,12.9392311,50.8691046,,218.33333333333334,24.333333333333332,1603.0,5.0,0.6373247571428571,0.6373247571428571,111168.0,524.0,11274.0,656.0,11953.0
2021-05-29,202121,MT,30,14.142857142857142,27.857142857142858,108.0,39.142857142857146,-14.142857142857142,0.8571428571428571,247.9014285714286,138.0,0.0,482128.0,377727.0,75.33056567142857,,49.21789428571429,11.975428857142857,51.59710257142857,,208.33333333333334,14.333333333333334,1613.0,10.0,0.7100501428571429,0.7436595857142857,111785.0,617.0,10738.0,648.0,11394.0
2021-06-05,202122,MT,30,21.0,37.714285714285715,188.57142857142858,49.57142857142857,-21.571428571428573,-0.14285714285714285,277.1042857142857,122.0,0.0,484999.0,379639.0,73.51069235714286,,35.32350617142857,15.170560285714284,55.16900557142857,,199.66666666666666,5.666666666666667,1632.0,19.0,0.6926700714285714,0.6601237,112260.0,475.0,9687.0,538.0,10247.0
2021-06-12,202123,MT,30,22.142857142857142,35.0,163.85714285714286,57.57142857142857,-17.142857142857142,0.0,306.2442857142857,83.0,0.0,496661.0,398113.0,71.86629477142857,,30.77784987142857,15.80186465714286,54.01829171428571,,223.0,29.0,1641.0,9.0,1.3702764,1.3702764,112761.0,501.0,10561.0,429.0,11001.0
2021-06-19,202124,MT,30,24.142857142857142,39.142857142857146,207.28571428571428,65.14285714285714,-18.857142857142858,-1.0,330.7385714285714,90.0,1.0,503085.0,408251.0,70.6843144857143,,25.088152657142857,17.686521185714284,53.98468347142857,,228.0,34.0,1651.0,10.0,0.3725246857142857,0.34359515714285715,113167.0,406.0,8574.0,368.0,8948.0
2021-06-26,202125,MT,30,25.857142857142858,38.714285714285715,212.14285714285714,71.42857142857143,-18.857142857142858,-1.0,353.18,81.0,0.0,507587.0,412891.0,73.1584434,,19.65650705714286,21.989502642857143,50.366378142857144,,211.66666666666666,15.666666666666666,1662.0,11.0,,,113529.0,362.0,8292.0,345.0,8648.0
2021-07-03,202126,MT,30,28.428571428571427,47.714285714285715,237.42857142857142,75.14285714285714,-19.428571428571427,-1.5714285714285714,354.43285714285713,71.0,0.0,512492.0,423548.0,83.97514914285715,,22.362671271428574,20.419069399999998,61.84245535714286,,227.33333333333334,32.333333333333336,1666.0,4.0,0.6611772857142857,0.6611772857142857,113873.0,344.0,7413.0,333.0,7753.0
2021-07-10,202127,MT,30,25.857142857142858,46.714285714285715,250.85714285714286,71.0,-24.571428571428573,0.0,366.13428571428574,79.0,0.0,515208.0,426514.0,75.0535233,,18.143073128571427,17.177202314285715,55.61341645714286,,192.66666666666666,0.0,1673.0,7.0,0.6725778571428571,0.7370137428571428,114240.0,367.0,8239.0,383.0,8637.0
2021-07-17,202128,MT,30,29.285714285714285,45.42857142857143,228.14285714285714,78.0,-17.428571428571427,-0.2857142857142857,375.8142857142857,98.0,0.0,518785.0,736577.0,76.91133825714286,,15.339744514285712,14.692082928571427,53.392552928571426,,215.66666666666666,19.666666666666668,1691.0,18.0,0.6896803571428571,0.6896803571428571,114663.0,423.0,8205.0,480.0,8698.0
2021-07-24,202129,MT,30,29.285714285714285,45.285714285714285,225.28571428571428,76.0,-17.428571428571427,-0.14285714285714285,369.24285714285713,106.0,0.0,522860.0,742233.0,77.12801618571429,,15.856831057142859,14.806101157142857,53.58981472857143,,206.66666666666666,10.666666666666666,1695.0,4.0,0.6614136142857143,0.6614136142857143,115255.0,592.0,10167.0,764.0,10948.0
2021-07-31,202130,MT,30,27.571428571428573,44.42857142857143,207.28571428571428,70.71428571428571,-16.857142857142858,0.2857142857142857,354.25,150.0,0.0,528786.0,746900.0,74.86925052857144,,15.268564214285716,14.861958299999998,50.150274228571426,,249.33333333333334,53.333333333333336,1704.0,9.0,0.5936545428571429,0.5936545428571429,116366.0,1111.0,12118.0,1220.0,13356.0
2021-08-07,202131,MT,30,27.428571428571427,44.714285714285715,194.42857142857142,72.57142857142857,-17.285714285714285,0.42857142857142855,342.6171428571429,200.0,0.0,535148.0,751082.0,74.85691665714286,,19.35867818571429,15.629847528571428,51.79733688571429,,233.33333333333334,37.333333333333336,1722.0,18.0,0.8520901000000001,0.8667372000000001,117882.0,1516.0,14651.0,1639.0,16302.0
2021-08-14,202132,MT,30,25.428571428571427,41.142857142857146,191.57142857142858,72.71428571428571,-17.857142857142858,0.2857142857142857,332.76428571428573,253.0,0.0,542054.0,755920.0,76.11328128571428,,23.22208907142857,14.791331842857144,50.86366965714285,,239.0,42.0,1730.0,8.0,1.4017778714285714,1.4017778714285714,119864.0,1982.0,17512.0,2016.0,19541.0
2021-08-21,202133,MT,30,24.142857142857142,36.42857142857143,142.0,64.85714285714286,-17.714285714285715,1.4285714285714286,313.9085714285714,316.0,0.0,549092.0,761775.0,73.76431332857143,2.4301969285714287,28.61828525714286,15.187089657142856,50.0986337,,254.66666666666666,57.666666666666664,1755.0,25.0,1.5096232714285713,1.3989638857142856,122318.0,2454.0,17197.0,2444.0,19652.0
2021-08-28,202134,MT,30,21.428571428571427,35.142857142857146,157.28571428571428,57.714285714285715,-16.285714285714285,0.7142857142857143,303.99285714285713,352.0,0.0,556369.0,769409.0,71.78996651428571,12.908288942857144,31.50954815714286,15.577378300000001,46.69207375714286,,253.66666666666666,57.666666666666664,1783.0,28.0,1.5878517142857143,1.5878517142857143,125616.0,3298.0,19185.0,2936.0,22146.0
2021-09-04,202135,MT,30,18.857142857142858,36.285714285714285,160.0,53.142857142857146,-16.142857142857142,-0.14285714285714285,281.35,436.0,0.0,562607.0,778515.0,84.29071167142857,19.8564696,38.90322138571428,13.438158042857143,54.801842457142854,,259.0,62.0,1811.0,28.0,2.3695227,2.3692396857142857,129487.0,3871.0,22617.0,3736.0,26388.0
2021-09-11,202136,MT,30,15.285714285714286,33.142857142857146,161.57142857142858,49.42857142857143,-22.142857142857142,1.4285714285714286,281.69428571428574,561.0,1.0,569327.0,787498.0,74.84389784285713,13.988657957142859,38.657921928571426,12.674595114285715,48.483901214285716,,261.0,64.0,1834.0,23.0,1.7324267714285713,1.7127401714285715,133715.0,4228.0,24665.0,4415.0,29123.0
2021-09-18,202137,MT,30,16.285714285714285,31.428571428571427,137.42857142857142,46.0,-15.0,0.42857142857142855,272.85,596.0,7.0,576616.0,796286.0,74.4748327857143,22.64576192857143,39.11893324285714,13.28016922857143,47.56024984285715,,290.6666666666667,93.66666666666667,1877.0,43.0,3.502417114285714,3.7092405142857143,139712.0,5997.0,29606.0,5434.0,35099.0
2021-09-25,202138,MT,30,14.428571428571429,28.285714285714285,119.14285714285714,42.0,-13.428571428571429,0.8571428571428571,265.07142857142856,651.0,0.0,582387.0,805980.0,74.02440534285715,29.055954414285715,42.138656600000004,12.306438585714286,47.41820725714285,,283.6666666666667,88.66666666666667,1945.0,68.0,2.2360076,2.253705357142857,146035.0,6323.0,28956.0,5356.0,34377.0
2021-10-02,202139,MT,30,12.714285714285714,27.857142857142858,104.0,37.142857142857146,-12.142857142857142,0.7142857142857143,244.87857142857143,679.0,0.0,587212.0,814984.0,75.53828387142858,22.42846301428571,43.71391165714285,11.806419614285714,49.287539942857144,,271.6666666666667,75.66666666666667,2017.0,72.0,3.0324977857142863,3.228468114285714,152005.0,5970.0,20569.0,4305.0,24931.0
2021-10-09,202140,MT,30,12.0,27.428571428571427,86.0,36.0,-12.571428571428571,1.1428571428571428,229.62428571428572,813.0,0.0,592608.0,478640.0,75.99616215714286,27.444407942857143,43.986446,12.830483485714286,50.65246795714285,,308.3333333333333,112.33333333333333,2079.0,62.0,2.6945286285714287,2.654076342857143,158680.0,6675.0,26219.0,5375.0,31652.0
2021-10-16,202141,MT,30,8.428571428571429,21.285714285714285,45.857142857142854,27.714285714285715,-13.571428571428571,2.5714285714285716,216.58857142857144,689.0,0.0,598215.0,483847.0,74.50534334285715,24.958444471428574,44.88430591428571,12.9169125,49.0917672,,313.6666666666667,117.66666666666667,2128.0,49.0,1.776267471428571,1.825040742857143,164669.0,5989.0,23322.0,4845.0,28223.0
2021-10-23,202142,MT,30,9.428571428571429,21.428571428571427,63.42857142857143,29.285714285714285,-15.142857142857142,1.5714285714285714,219.71,669.0,0.0,601464.0,486673.0,71.435581,27.097611771428568,44.14281487142858,14.33306122857143,50.18815532857143,,288.0,90.0,2247.0,119.0,2.725654928571428,2.725654928571428,170567.0,5898.0,20690.0,3951.0,24666.0
